situation elements:2
	8|Gen|4883
	31|Date|2018-01-27 12:17:34.887000
		instrument count:3
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:1040.89521300
			high24hr:1077.34436450
			highestbid:1040.64817499
			percentchange:-0.01802127
			low24hr:982.46830575
			lowestask:1040.89521300
			candle300|288
				1517015700|1040.89521318|1040.64817499|1040.64817499|1040.89521318|1040.86493229|403.19363485
				1517015400|1046.40400000|1040.89521315|1043.32000000|1046.40399997|1043.94686077|109443.58342613
				1517015100|1049.58749941|1046.40699996|1046.40699996|1048.58749939|1047.19304380|40997.90723563
				1517014800|1052.68748435|1048.00000000|1048.00000000|1050.38748727|1048.86058981|15042.75072319
				1517014500|1054.58748424|1050.38748544|1052.88748428|1050.38748544|1050.79477768|2543.63079908
				1517014200|1055.00000001|1050.38748479|1055.00000000|1050.38748479|1054.57748278|22479.78206092
				1517013900|1052.00000000|1050.38748472|1050.38748478|1052.00000000|1050.56113760|4636.57885048
				1517013600|1055.00000000|1054.00000000|1054.00000000|1054.60544996|1054.97137441|7273.24972234
				1517013300|1055.00000000|1050.34630371|1054.60544996|1050.34630371|1052.65816125|49944.71576862
				1517013000|1050.34630371|1048.38748454|1050.34630371|1050.34630356|1049.71873055|58627.13004508
				1517012700|1053.60347007|1049.00000000|1050.34630362|1053.28748413|1050.26302451|28590.15789438
				1517012400|1053.28748429|1050.34630386|1053.28748429|1050.34630386|1052.66008879|5352.37862493
				1517012100|1055.00000000|1050.78748457|1051.64611592|1052.88762640|1052.18350472|1557.21364725
				1517011800|1054.20508922|1052.24594998|1053.28762645|1052.24594998|1053.91299768|13370.99630946
				1517011500|1052.20509657|1050.22424985|1052.20509657|1050.28762629|1050.93865150|13195.56197810
				1517011200|1050.46706399|1047.88279645|1050.28762632|1047.88279645|1049.45009875|58686.42499062
				1517010900|1050.46706401|1047.88279645|1047.88279645|1049.99999992|1049.89931108|15269.62898415
				1517010600|1050.00000000|1047.88279646|1049.99999990|1048.40699996|1049.07315268|48998.61195619
				1517010300|1049.08003075|1043.35008742|1049.08003075|1043.98762643|1046.57043496|44709.26365522
				1517010000|1045.60463547|1036.17909100|1045.60463547|1036.17909100|1040.46578207|21670.29681028
				1517009700|1036.17909182|1033.78762617|1036.17909182|1033.78762617|1036.05279677|5473.40258645
				1517009400|1036.17909120|1032.38762634|1032.38762634|1036.07793696|1035.27299928|27001.58892979
				1517009100|1036.07793867|1033.01000118|1036.07793700|1036.07793867|1035.10469357|38189.32588255
				1517008800|1036.17909155|1034.99999989|1036.07793891|1034.99999989|1035.65560798|2918.36010137
				1517008500|1035.00000000|1034.97000000|1035.00000000|1034.99999843|1034.98768972|5147.46486597
				1517008200|1034.99999859|1032.37790001|1034.99999859|1034.67793939|1032.41152721|4710.87177733
				1517007900|1035.00000000|1028.17909247|1035.00000000|1028.17909247|1032.15303901|10607.48830704
				1517007600|1029.04092869|1027.42499998|1029.04092868|1027.42499999|1028.77913075|2027.82855074
				1517007300|1028.01188804|1027.00000000|1027.42499998|1028.01188804|1027.50724195|2068.71433044
				1517007000|1029.97909246|1027.69875001|1028.75280001|1029.97909246|1028.59706618|9379.18867988
				1517006700|1033.67909233|1029.00000000|1029.00000000|1033.67909233|1030.33277649|26711.38346405
				1517006400|1035.37909142|1034.77909233|1034.77909233|1035.37909142|1035.24083653|1388.25796179
				1517006100|1035.37909228|1031.81210457|1032.57909320|1035.07909206|1032.22997877|40990.71564915
				1517005800|1035.07909231|1032.40002050|1035.07909210|1032.40002052|1033.68344266|290.95815573
				1517005500|1036.07909222|1032.40002053|1034.77909244|1032.77459174|1035.45006518|35892.80844281
				1517005200|1037.87909244|1032.77459186|1032.77459186|1037.87909244|1036.75103848|1131.46285939
				1517004900|1038.07909140|1036.70000000|1038.07909140|1036.70000001|1036.75896801|4802.13218058
				1517004600|1039.00864436|1036.70000000|1036.70000000|1036.72000000|1036.84639342|25737.18520202
				1517004300|1036.72983174|1033.97686208|1034.77909301|1036.43967218|1034.57112918|28590.45154447
				1517004000|1036.43967215|1032.49494865|1036.43967206|1032.49494865|1034.25019882|5295.56659589
				1517003700|1038.96559283|1034.73967228|1036.43967219|1036.23967218|1036.28089422|18559.13092229
				1517003400|1036.72983175|1033.00000046|1036.72983175|1033.63967229|1034.16860467|16094.39460400
				1517003100|1036.23967218|1031.49908950|1031.49908968|1033.79660991|1033.53844081|13095.46036928
				1517002800|1034.40000000|1031.49908977|1033.79660993|1034.29000000|1032.50509564|12174.77538944
				1517002500|1034.51699923|1032.64404070|1032.64404070|1034.51699923|1033.58100614|4190.20895374
				1517002200|1034.51699926|1031.93967314|1034.51699923|1032.93000021|1034.29910124|6757.75193253
				1517001900|1032.93000028|1031.49908954|1032.93000021|1032.51986805|1031.58963135|5951.13069835
				1517001600|1035.43967217|1032.51986804|1032.51986807|1034.00000000|1033.15011794|4412.34553739
				1517001300|1038.03061534|1034.00000036|1035.00000000|1034.00000036|1034.86756646|7037.85362208
				1517001000|1037.33364970|1032.73364977|1037.33364949|1032.79287387|1035.90123681|13340.30425300
				1517000700|1036.83364970|1033.23740546|1036.53364951|1036.83364970|1033.32219875|11795.58427521
				1517000400|1041.83280659|1036.99999998|1038.03061664|1041.22000000|1037.97982144|7269.32089030
				1517000100|1044.53280663|1040.30758250|1041.03280651|1044.00000001|1042.20967927|9060.73233772
				1516999800|1044.53280675|1043.25328067|1044.00000000|1044.53280675|1044.26659170|2130.43375383
				1516999500|1046.40410366|1042.53280682|1044.53280675|1046.03162848|1044.79034638|43369.75159889
				1516999200|1046.03162848|1041.93280685|1046.03162848|1041.99999998|1044.92802014|23957.74309569
				1516998900|1042.00000000|1040.18502323|1041.99999999|1040.18502323|1040.37917416|10374.40683526
				1516998600|1041.63280644|1039.41406800|1040.18502323|1041.63280644|1040.17150734|17845.69619348
				1516998300|1041.72624953|1039.79999999|1041.63280652|1039.80000098|1040.06280147|5539.45302621
				1516998000|1041.69498817|1039.29648789|1039.80000100|1041.69498817|1040.06894713|9538.17382477
				1516997700|1043.00000000|1038.59498836|1041.69498817|1040.73388205|1040.91936331|12291.30354197
				1516997400|1040.73388205|1035.46685765|1040.73388205|1035.50000000|1035.63072933|117395.34183635
				1516997100|1035.55610154|1035.46685767|1035.50000000|1035.55610153|1035.54797683|14732.50647342
				1516996800|1035.55610153|1031.00000000|1035.55610153|1033.53893392|1032.51071395|17735.93289245
				1516996500|1033.53893417|1032.50539499|1032.50539499|1033.53893360|1033.42866708|760.39565579
				1516996200|1035.61015463|1030.86090005|1030.86090011|1031.91958163|1033.21327839|105243.13181436
				1516995900|1034.20744796|1031.00000000|1031.91958163|1032.00000003|1031.97426814|42244.74299836
				1516995600|1038.00000000|1032.00000003|1032.00000003|1036.96193890|1035.95687858|5033.54908253
				1516995300|1041.21528421|1036.96193890|1036.96193890|1037.89107000|1038.45722249|1324.42214128
				1516995000|1041.89911497|1038.69911508|1038.69911508|1041.89911497|1041.21169939|798.69119185
				1516994700|1042.24360000|1040.00000000|1040.00000000|1040.99999998|1041.04316490|104253.49661239
				1516994400|1041.00000000|1037.78010935|1040.99999998|1037.78010935|1039.88192539|9970.22947464
				1516994100|1040.99999999|1037.67521803|1037.67521863|1040.99999999|1038.04198087|2421.72383121
				1516993800|1044.92373812|1038.38010934|1044.92373812|1041.44688900|1039.62273658|162446.28975296
				1516993500|1042.08010924|1042.01291300|1042.08010902|1042.01291301|1042.01702675|14191.12173640
				1516993200|1043.94846134|1041.57277795|1042.07277767|1043.20188868|1042.69318564|8842.17107422
				1516992900|1043.22867016|1035.42867018|1041.03008446|1037.00000000|1040.85663694|67515.53614458
				1516992600|1041.19764048|1036.99999998|1038.62866959|1039.97331493|1039.20349724|13839.55336538
				1516992300|1041.00000013|1038.99999999|1041.00000000|1041.00000013|1039.58531529|4022.28542909
				1516992000|1043.98839765|1039.00000006|1041.19764049|1043.00000000|1039.97445553|117700.50857134
				1516991700|1047.74264016|1043.16904871|1043.16904938|1046.95226369|1044.51219367|14721.33526264
				1516991400|1048.07424769|1044.45509812|1047.74264017|1047.52586689|1047.33135406|13844.69247174
				1516991100|1049.54264029|1042.54264033|1047.52586695|1049.23777518|1043.88626722|133251.55412784
				1516990800|1049.24000000|1047.97424717|1049.23777518|1047.97424717|1049.15818900|4971.61969178
				1516990500|1049.84934620|1047.73481116|1047.99900000|1049.84934620|1048.21554556|5531.02481857
				1516990200|1054.00000000|1048.83777489|1049.23777520|1053.00000000|1050.96390612|15766.57936348
				1516989900|1056.30935488|1051.94190001|1053.00000000|1054.05000002|1053.19291536|11133.64754495
				1516989600|1061.16178985|1052.97916505|1054.05000002|1057.22737528|1060.15677188|260401.42898345
				1516989300|1058.96849998|1054.36139538|1057.22737531|1054.36139538|1056.85658706|12435.56204653
				1516989000|1055.53580446|1053.70908667|1055.53580446|1053.98170997|1054.62135866|136109.67239137
				1516988700|1055.00000000|1053.91079445|1054.28170999|1054.99999999|1054.97906724|322785.60578263
				1516988400|1055.00000000|1046.16186258|1055.00000000|1047.00000000|1050.96949687|220623.96782947
				1516988100|1049.16186245|1046.36186247|1047.00000000|1048.56186246|1046.90729184|61961.43256686
				1516987800|1049.00000000|1044.86186246|1049.00000000|1045.99999997|1048.07927145|20740.85015604
				1516987500|1048.26186232|1043.59129622|1043.60000000|1047.60545533|1044.73189682|127358.29159434
				1516987200|1050.00000000|1047.60545533|1050.00000000|1048.66666671|1049.39518168|83437.36067200
				1516986900|1050.00000000|1048.66666669|1050.00000000|1049.99999999|1049.87564210|143046.14713768
				1516986600|1050.00000000|1047.46131967|1050.00000000|1048.87278663|1049.98709882|102035.87766455
				1516986300|1050.94799998|1046.22464251|1048.87278663|1050.94799998|1048.01848071|56825.66391956
				1516986000|1052.99999990|1051.09999991|1052.99999990|1051.09999991|1052.25370581|4914.12466505
				1516985700|1051.10000000|1048.87278685|1051.10000000|1050.94789975|1050.70837672|22984.57429727
				1516985400|1052.71676578|1050.94789997|1050.94789997|1052.00000007|1051.74559078|32616.55872498
				1516985100|1053.70000000|1050.50000000|1052.00000006|1051.00000000|1051.91716012|18676.21288526
				1516984800|1057.60968011|1049.58335527|1049.58335527|1057.60968011|1052.56808512|46082.85507011
				1516984500|1058.99999997|1052.81601321|1055.10968036|1058.99999997|1056.77914731|57292.36520168
				1516984200|1059.99999982|1055.99033284|1056.95174134|1059.00000000|1059.16418936|33188.27199227
				1516983900|1059.00000000|1052.20654599|1059.00000000|1053.00000000|1054.74768480|12231.54587762
				1516983600|1058.93193056|1047.10000000|1053.00000000|1057.49999975|1054.47924553|71176.16875266
				1516983300|1059.89999980|1055.00000006|1057.49999978|1055.30232860|1058.18765716|107691.97449128
				1516983000|1060.99999982|1055.00000000|1057.25800001|1057.46846721|1057.30260349|45608.61081120
				1516982700|1062.00000000|1054.92262448|1057.99999988|1057.55209997|1057.53177043|86026.79971485
				1516982400|1062.79000000|1048.06843717|1055.00000003|1049.99999999|1054.00251254|246834.22830965
				1516982100|1049.99999999|1045.00000000|1049.99999999|1045.00000000|1047.75316534|59360.55785380
