situation elements:2
	8|Gen|2224
	31|Date|2017-12-01 04:12:12.669000
		instrument count:3
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:402.90000007
			high24hr:485.00000000
			highestbid:402.90000013
			percentchange:-0.15767732
			low24hr:388.99999934
			lowestask:404.64742126
			candle300|288
				1512061800|404.64742154|402.90000001|404.64742107|402.90000001|403.57403413|22325.69175335
				1512061500|404.31626614|402.10000000|402.30000033|403.49999993|403.03482942|91034.42342073
				1512061200|406.32335314|402.00000000|404.33265986|405.27398118|404.04491227|21953.18742926
				1512060900|408.99999999|405.27398089|405.27398089|407.93835037|407.74705557|26036.13923487
				1512060600|408.00000000|404.00000139|407.93835037|406.00999996|406.85226759|29437.10210988
				1512060300|406.00999997|403.00000001|406.00999997|404.89999996|405.37514669|32965.56186573
				1512060000|404.89999996|400.30000020|404.88000000|400.30000020|403.98235316|19001.42286580
				1512059700|403.02596900|398.40000000|403.02596900|399.00000002|401.10512448|29158.22072432
				1512059400|404.88000000|399.00000000|401.65550421|404.00000033|403.61747075|90332.37750584
				1512059100|405.42108913|403.47250009|404.00000019|404.89999997|404.21232583|29076.35251326
				1512058800|406.90000000|403.85908810|404.89999997|405.01230014|405.90289736|73970.90841930
				1512058500|406.82217394|405.00000000|405.01230009|406.00000000|405.52516728|121959.52878268
				1512058200|406.00000000|400.50000002|405.86908763|400.50000002|403.39050908|44501.21226486
				1512057900|401.90000000|398.40000007|399.51199965|399.00000000|400.26369827|136223.52267608
				1512057600|399.99999994|398.00000003|399.00000000|399.00000000|398.73367180|45740.05649385
				1512057300|400.00000000|398.22094727|399.00000000|398.22094731|399.15336275|42197.25147336
				1512057000|400.84033318|397.70229770|399.00000000|400.00000000|399.06989347|28485.35392700
				1512056700|401.61924905|399.10000023|399.10000136|400.00000000|400.50066505|39433.51376630
				1512056400|404.16037124|399.00000000|400.00000000|402.09999997|401.38441131|71965.50208882
				1512056100|403.00000000|398.00000032|402.09999997|398.00000032|399.90281708|30328.77439688
				1512055800|399.99999989|390.51000008|398.00000016|394.44503950|396.91523535|316500.07805378
				1512055500|400.00000000|393.56851600|393.56851600|398.50000069|397.32094219|120862.11814652
				1512055200|402.00000000|398.50000000|400.00000000|401.99999982|400.01369177|104046.90068205
				1512054900|404.99999995|400.51000000|401.10000009|404.04040063|402.84694216|92384.41740073
				1512054600|406.00000000|402.00000000|404.04040056|403.00000000|403.89844916|70380.12410329
				1512054300|407.99999997|402.20000001|403.02217394|406.82217394|405.09150236|45913.56632924
				1512054000|409.00000000|406.82217394|406.82217394|408.00000008|407.98910885|118512.58128618
				1512053700|409.99999992|404.40441653|408.00000008|409.01331242|406.84056309|123623.70646662
				1512053400|410.00000000|398.00000000|409.01331242|399.63000001|405.43513809|179144.72104164
				1512053100|400.00000000|396.12240406|399.63000001|397.36000000|397.91583819|146203.36578773
				1512052800|399.73277753|395.00000000|397.00000001|396.00000000|395.98790759|137785.60771287
				1512052500|398.63589221|390.07983903|396.00000000|393.23443544|394.46634197|98452.00953262
				1512052200|394.99999990|392.00000000|392.39200022|393.30000000|393.07265282|193237.29589696
				1512051900|399.91999999|393.23443536|393.30000000|399.20000006|394.83660198|373340.57612086
				1512051600|399.94999999|396.33597302|397.00000042|399.00000005|397.86660986|295158.88400862
				1512051300|401.01687040|395.09580561|399.00000014|395.09580561|399.58726275|450883.85693473
				1512051000|398.00000006|388.99999934|396.60239747|390.00000000|392.12397204|514461.08880383
				1512050700|393.78413721|389.00000000|390.00000000|391.10000011|390.38798468|818329.02281005
				1512050400|397.99999993|390.00000100|390.88330011|395.13952114|393.48706810|412620.99276417
				1512050100|400.38400000|389.52003930|395.13952114|392.78282412|395.52241027|810545.45565330
				1512049800|395.57929552|390.00000000|392.07442557|393.87319429|391.28942172|999682.36607423
				1512049500|402.55321025|393.87319429|393.87319429|400.75000012|398.18228602|397930.58229992
				1512049200|403.99999997|400.00000002|400.75000009|402.55321000|401.24328839|156502.93589663
				1512048900|405.00000000|398.00000000|402.55321024|400.00000000|400.26148887|424610.83551669
				1512048600|407.24699997|400.00000000|400.00000000|401.00100001|401.41535721|502536.73729758
				1512048300|408.99999992|401.00000000|401.00000000|406.79695594|403.04474876|433235.08739347
				1512048000|417.40484911|406.00000001|406.79695594|417.11629757|412.69013699|422959.05704904
				1512047700|419.99999989|416.65000000|417.58259515|417.98000014|417.22697898|37567.92909913
				1512047400|420.83767253|417.98000000|417.98000027|419.41345470|418.85273690|96690.74602288
				1512047100|420.83767261|418.00000000|419.41345461|419.00020000|418.47517500|85019.55481970
				1512046800|423.99999995|418.00000000|419.99767703|423.09200001|420.25801507|90894.51317394
				1512046500|424.00000000|420.40744766|423.09200000|420.45749467|423.14543597|21371.90924488
				1512046200|424.49999949|420.45749467|420.45749467|421.93999962|421.89899560|16477.17877159
				1512045900|424.57925870|421.46964224|424.57925868|423.89999916|423.00683079|51091.29540213
				1512045600|425.00000000|420.23311186|421.46964196|424.54027412|422.54957856|44066.14084496
				1512045300|426.00000000|422.20000010|422.54027516|425.99999966|424.80005908|26145.46180882
				1512045000|426.00000000|423.00000003|425.99999972|423.22000000|424.60229145|67847.84335109
				1512044700|423.79001227|421.00000003|423.33000000|421.00000011|422.73247078|12027.68749853
				1512044400|422.00000000|419.03000000|422.00000000|419.10000000|420.48685595|74325.99375593
				1512044100|421.01000000|419.03000000|419.03000003|420.00000009|419.58109765|50084.82795853
				1512043800|420.83908858|419.01199004|420.00000000|419.01199004|420.12904173|37332.00478192
				1512043500|420.83908812|418.00000000|420.83908812|419.57951089|419.18972243|100880.23614457
				1512043200|424.34000000|419.00000000|419.99909036|422.00000000|420.74496334|77793.03013227
				1512042900|427.00000000|421.00000126|422.00000000|427.00000000|423.67125517|94905.27135387
				1512042600|429.79999992|426.10000114|427.00000000|429.79999992|426.82008609|16037.49903537
