situation elements:2
	8|Gen|3970
	31|Date|2018-01-08 11:47:25.315000
		instrument count:3
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:1150.50000003
			high24hr:1150.33000102
			highestbid:1149.32200001
			percentchange:0.13967310
			low24hr:1003.75600001
			lowestask:1150.50000003
			candle300|288
				1515372300|1156.06559548|1148.49999994|1152.75759637|1148.89999889|1150.80537483|232561.11426092
				1515372000|1148.89999900|1144.00000006|1148.89999889|1144.00000006|1146.39596455|274401.23033775
				1515371700|1146.69000000|1141.88580001|1146.68999991|1146.68999999|1143.70067425|221137.17154656
				1515371400|1146.80110496|1141.90000001|1146.68999998|1142.99999994|1145.02133995|238487.85299977
				1515371100|1143.90456029|1138.04728614|1142.99999994|1139.87939895|1140.85934895|163603.89075427
				1515370800|1140.36545397|1133.73933719|1139.87939895|1133.73933719|1138.30655676|174504.91044467
				1515370500|1139.00000000|1133.00000000|1136.99999958|1134.08319594|1136.61707082|292166.40084010
				1515370200|1136.27999994|1125.49979230|1135.99999976|1125.49979230|1133.75556124|185101.03502596
				1515369900|1125.74000150|1112.64080569|1125.74000150|1112.64080569|1120.54236502|118948.51989171
				1515369600|1118.80337800|1110.43345389|1112.20641155|1116.63409365|1116.64385697|225706.37810250
				1515369300|1118.80337799|1107.52333033|1116.63409366|1109.18711094|1114.89678390|94075.91029273
				1515369000|1109.18711100|1103.55150003|1109.18711100|1105.37655841|1106.61296165|119612.02296155
				1515368700|1105.37655847|1101.31000061|1105.37655841|1103.02599350|1104.20448935|44156.54178901
				1515368400|1103.02599349|1100.00000016|1103.02599349|1101.75294634|1101.79183378|29462.99892232
				1515368100|1102.35289974|1099.99999995|1101.75294660|1099.99999995|1100.18890043|47580.52888548
				1515367800|1102.99999993|1099.32500000|1099.99999995|1100.24980022|1100.72980316|112818.33935788
				1515367500|1103.00000000|1096.14611298|1100.24980007|1096.14611298|1099.66993991|242525.70572589
				1515367200|1096.14611290|1093.40574778|1096.14611280|1096.14611290|1094.19369210|94703.44762236
				1515366900|1096.14690000|1086.77632646|1096.14611290|1092.38099997|1091.79459678|82126.60270258
				1515366600|1093.65344829|1091.78086500|1091.78086501|1091.83000001|1092.08994642|9691.98698518
				1515366300|1093.23028491|1089.00000000|1091.78086500|1089.53099994|1092.24720815|29905.85731343
				1515366000|1091.51673457|1088.00000003|1090.53099997|1091.50000000|1090.93931780|51758.45280645
				1515365700|1091.51790601|1089.30805653|1091.50000000|1089.30805653|1090.68916630|39230.44085545
				1515365400|1090.53000000|1087.45000020|1090.52999990|1088.44999992|1089.52033273|8225.60390944
				1515365100|1088.45000000|1080.00000001|1086.00000024|1086.98299145|1087.53379820|56319.14392364
				1515364800|1088.50273631|1080.00000001|1080.00000001|1088.50273631|1082.13291938|31966.94064424
				1515364500|1088.90365073|1083.00210792|1088.50273642|1083.00245646|1083.81816659|47054.66925247
				1515364200|1090.01866337|1083.00000012|1090.01866337|1084.76740695|1084.37689736|59750.14683345
				1515363900|1085.87499904|1079.72564936|1084.76740692|1083.00000000|1081.35851074|92221.13681674
				1515363600|1089.79999903|1083.00000000|1083.00000000|1086.53999993|1086.03131111|58101.73669390
				1515363300|1093.98999924|1086.53999978|1089.79999933|1091.99999932|1089.45224067|20697.71768000
				1515363000|1093.98999998|1084.55036938|1091.99999932|1084.55036938|1091.67126325|85222.20442171
				1515362700|1089.99999980|1086.00000010|1086.00202875|1089.99999980|1086.54950658|20020.06039476
				1515362400|1090.99999962|1085.00047485|1089.99999988|1089.88717941|1089.34110746|14328.62601274
				1515362100|1090.99999950|1083.86000001|1089.88717948|1089.66000000|1087.48708433|46342.47173519
				1515361800|1091.99999938|1087.00000210|1091.00000000|1087.00000210|1089.78063932|33257.89213816
				1515361500|1091.99999985|1087.00000004|1090.72158006|1088.00000000|1089.89790605|12857.60046279
				1515361200|1093.98999655|1088.67133250|1088.67133250|1093.98999655|1090.11495181|13220.57659240
				1515360900|1093.98999992|1091.30000003|1092.00000000|1093.98999992|1091.39306995|16842.40068749
				1515360600|1093.99000000|1091.00000158|1093.98999992|1091.00000158|1093.93994418|13591.42233949
				1515360300|1093.98999997|1089.00000045|1093.98999992|1089.00000045|1091.07126418|44015.93146455
				1515360000|1093.98999954|1087.99660857|1089.00000045|1093.98999954|1090.56200589|19874.91103705
				1515359700|1094.00000000|1084.79825755|1093.98999989|1094.00000000|1093.45702874|33981.94889599
				1515359400|1096.12442094|1084.79825846|1094.00000000|1090.80537714|1094.24541081|51772.70412422
				1515359100|1093.00000000|1084.67987023|1084.79825830|1091.00000000|1088.18931668|40510.09295548
				1515358800|1095.69999977|1092.00000000|1092.00000133|1092.00000032|1092.60944432|123742.92938501
				1515358500|1095.69999980|1092.00000000|1092.00000022|1094.79228523|1093.43050162|59237.55715157
				1515358200|1095.88565345|1092.00000035|1095.88565345|1095.88565334|1094.69958527|69410.02959577
				1515357900|1095.88565352|1090.59651397|1092.00000021|1090.59651397|1092.41896238|42255.99592214
				1515357600|1095.00000000|1093.00000027|1094.99999960|1093.99999840|1094.30511282|102479.24390098
				1515357300|1093.99999997|1090.70000093|1091.08100154|1093.99999997|1092.29793653|34077.73538215
				1515357000|1094.99899998|1090.59651380|1090.70000075|1090.59651400|1091.89030743|43948.36978272
				1515356700|1095.29999982|1089.00000000|1090.59651400|1092.92929472|1091.70733740|184206.14617883
				1515356400|1095.00000000|1091.00000134|1092.92929468|1091.00000134|1092.99054758|26935.70960560
				1515356100|1095.19999962|1090.43502901|1092.92929292|1095.19999962|1091.66419594|36143.02533179
				1515355800|1095.29999996|1090.40808621|1090.40808682|1095.29999995|1094.94111738|8956.66316707
				1515355500|1095.88565357|1093.85977200|1095.29999998|1094.99999997|1094.98703369|37022.31779355
				1515355200|1095.88565377|1090.00000172|1093.85977248|1091.52500009|1094.12878614|35281.97066901
				1515354900|1092.99999997|1090.00000019|1091.52500009|1090.00000019|1091.48111506|23151.49499656
				1515354600|1094.99999997|1089.52500018|1091.64501500|1089.52500018|1093.37818945|97752.00795391
				1515354300|1094.99999999|1087.09200011|1094.99999998|1089.99949999|1090.96167641|342461.09351257
				1515354000|1089.99998594|1087.05000003|1089.99949999|1087.05000003|1089.67172784|59157.73066452
				1515353700|1092.27378100|1087.00000000|1087.00000058|1090.63537037|1090.86596900|54433.54961036
				1515353400|1092.27378100|1090.54300000|1090.63537037|1092.27378100|1091.64534899|49302.83050024
				1515353100|1092.27378100|1089.87531750|1092.27378100|1089.87531764|1091.37694324|13344.20807484
				1515352800|1089.87531768|1086.16541443|1089.87531768|1089.87531729|1089.43913245|15257.48316456
				1515352500|1090.54282999|1080.00000024|1089.87531733|1081.00000000|1082.78446959|298471.31695430
				1515352200|1081.00000000|1078.69267688|1081.00000000|1080.99999995|1080.96403830|469470.17817058
				1515351900|1083.35156573|1080.04999998|1081.00000000|1082.26821442|1081.21807341|79869.57396914
				1515351600|1083.35156600|1077.99999988|1081.00000013|1077.99999988|1080.71788760|79402.28043230
				1515351300|1079.00000000|1073.60500015|1077.00000008|1079.00000000|1076.51707297|84855.53876996
				1515351000|1079.79668367|1070.31254270|1079.00000000|1071.42071188|1074.56106184|351558.27644522
				1515350700|1071.42071188|1066.03924000|1071.42071188|1067.99999940|1068.71515868|128896.44317975
				1515350400|1069.99999937|1066.03924003|1067.99999951|1069.99999937|1067.18248452|115656.80412750
				1515350100|1070.28445200|1066.19890107|1066.19890107|1067.99999943|1068.73988913|62559.37693087
				1515349800|1069.37332136|1064.56241540|1069.37332130|1068.00000000|1066.28170744|236535.80840013
				1515349500|1075.18150677|1067.35009001|1068.00000000|1072.75380001|1069.63871642|182618.87544891
				1515349200|1075.69099758|1072.75380000|1072.75380002|1075.50000002|1074.94539182|133868.31867354
				1515348900|1079.79666973|1075.49863791|1077.49194520|1077.00000013|1076.93834049|113204.90607120
				1515348600|1082.99999972|1076.14980008|1077.00000000|1079.75193060|1078.46361575|106670.47736472
				1515348300|1084.99999971|1079.00000000|1080.00000000|1084.99999969|1079.94389864|129999.25210789
				1515348000|1091.91573302|1083.64995407|1084.99999972|1087.04999989|1087.88257570|90674.57041695
				1515347700|1087.05000002|1075.00000000|1085.00000006|1080.00000000|1082.66307791|171818.63822780
				1515347400|1089.99540660|1076.00000000|1080.00000000|1089.99540660|1081.69038602|156217.44666784
				1515347100|1089.99540665|1082.38473039|1088.81741593|1083.99999996|1084.00239092|209477.84167730
				1515346800|1098.87531736|1083.44019000|1083.44019000|1091.74491000|1089.37025093|131909.79122453
				1515346500|1103.24299997|1091.74491000|1098.87729356|1103.24299997|1096.92351952|120367.33495635
				1515346200|1103.42999996|1100.55000022|1102.95606505|1101.85421084|1101.95080391|17595.48010229
				1515345900|1100.00000014|1098.56788574|1100.00000014|1100.00000000|1099.55452793|94313.12491915
				1515345600|1100.00000000|1096.00000000|1099.99999997|1098.39988877|1098.71268894|46117.92215648
				1515345300|1098.39988959|1093.21780005|1096.00000007|1095.85375100|1096.75212422|10731.25706808
				1515345000|1101.80000000|1093.21263627|1093.21263627|1099.00000000|1098.61477455|75230.38877543
				1515344700|1100.00000000|1095.85375013|1098.00000000|1097.50000003|1098.50864079|129122.92330842
				1515344400|1098.00385513|1089.99999982|1098.00385513|1089.99999982|1093.92023860|40729.55839677
				1515344100|1094.75071978|1085.00000000|1094.66640584|1094.75071978|1091.02073777|173902.34619415
				1515343800|1095.81000003|1090.66706357|1094.76071979|1095.00000000|1093.33938171|108380.95520510
				1515343500|1096.99999995|1086.91995413|1096.81000003|1087.00000000|1090.97822204|162443.31584770
				1515343200|1095.00017692|1086.91995409|1090.99999977|1087.36292153|1090.64357207|64166.73782315
				1515342900|1094.99998972|1085.00000000|1088.97217800|1093.99999979|1088.27850021|97867.02169478
				1515342600|1095.99999994|1091.99996317|1094.99998978|1094.16348480|1093.99460040|153172.50537124
				1515342300|1098.00385513|1094.16348486|1094.16348486|1097.00000000|1096.48746810|186085.50622536
				1515342000|1100.00000000|1096.00000008|1096.00385509|1096.50385507|1098.31070953|142971.24196886
				1515341700|1100.00000000|1096.00000005|1096.50385506|1097.41857441|1098.35762461|152270.27103791
				1515341400|1100.00000000|1097.41857333|1097.41857441|1099.09999966|1099.39481419|281470.98758746
				1515341100|1099.61780888|1090.91091048|1099.09999966|1090.91091048|1097.84286567|324890.04318449
				1515340800|1094.11000240|1090.90000092|1094.11000240|1092.05273692|1092.92814000|49158.88035196
				1515340500|1092.34000003|1084.50000006|1092.34000001|1086.49989998|1089.06036302|78887.39745897
				1515340200|1086.49989999|1084.50000000|1086.49989990|1086.00000000|1085.54514999|18946.24665323
				1515339900|1086.00000000|1080.03732336|1086.00000000|1081.33000090|1083.99845270|65745.60108149
				1515339600|1081.33000093|1078.00000004|1080.03732313|1079.76997447|1080.04826498|29446.47376314
