situation elements:2
	8|Gen|6501
	31|Date|2018-02-27 16:25:23.702000
		instrument count:3
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:871.73000000
			high24hr:879.00000000
			highestbid:870.00000408
			percentchange:0.02568535
			low24hr:833.53262670
			lowestask:871.73000000
			candle300|287
				1519708800|873.43012367|871.73000000|871.73000000|871.73000000|872.33817239|3063.81650718
				1519708500|871.73000000|871.72999909|871.73000000|871.72999909|871.72999965|5998.35948259
				1519708200|872.93557714|871.73000000|871.73000000|872.93557714|872.88424831|9450.10314126
				1519707900|874.93557789|872.93000026|872.93557714|873.99999991|874.53622626|33948.71029678
				1519707600|873.99999991|872.93000003|872.93000003|873.99999991|872.93064174|7279.08753785
				1519707300|873.99999995|870.60000731|873.99999995|872.98999991|873.04383596|1172.38391329
				1519707000|872.99998980|872.98999992|872.98999995|872.99998980|872.99976051|4467.53733863
				1519706700|872.99998984|870.60000025|872.99998981|872.00000000|872.57882170|10976.71385390
				1519706400|873.79999971|870.50400685|872.00000000|873.79999971|871.99799141|796.60867258
				1519706100|873.99999973|870.50400396|873.99999973|870.50400396|870.56877862|88.75379923
				1519705800|873.74232179|870.50400385|870.50400385|873.28675606|873.22550599|4647.97257987
				1519705500|873.28675607|872.00000000|872.56895085|872.56895086|872.59189950|6622.32378881
				1519705200|873.00000000|872.56895089|872.56895090|872.99999991|872.69356435|10841.01374148
				1519704900|873.00000000|867.38999746|873.00000000|867.38999746|870.48709408|12040.51566338
				1519704600|871.99247313|869.60149875|869.60149875|871.99247313|869.61527274|428.47247171
				1519704300|871.99247588|869.99999462|871.99247439|869.99999488|871.48588409|486.21900357
				1519704000|869.99999484|869.99999462|869.99999472|869.99999484|869.99999471|913.92358005
				1519703700|866.63804707|866.63804706|866.63804706|866.63804707|866.63804706|4204.24949542
				1519703400|869.99999734|866.63804393|869.99999734|866.63804393|868.81864271|2940.75722000
				1519703100|872.00000000|869.39534479|869.39534479|870.90000049|870.32928133|10465.02465889
				1519702800|872.00219998|869.39534481|872.00219997|869.39534481|870.02752953|21020.74407634
				1519702500|869.39534487|869.39534478|869.39534481|869.39534478|869.39534480|1753.90637960
				1519702200|869.39534502|867.12759942|869.39534478|867.12759942|869.23305358|15269.29642523
				1519701900|868.28675609|865.26030904|868.28675609|865.84809600|866.20362351|2196.66004519
				1519701600|865.06999508|864.99999860|865.06999508|864.99999860|865.03534070|19583.61591568
				1519701300|864.99999860|862.16100036|864.99999860|862.16100036|864.94813563|6173.51361343
				1519701000|862.15798493|862.15798493|862.15798493|862.15798493|862.15798493|129.57406841
				1519700700|864.99998868|862.13580816|864.99998803|862.15798468|864.00407679|7116.83315988
				1519700400|862.15798468|862.13579190|862.15798468|862.13579190|862.13658603|19880.14336702
				1519700100|864.99999396|864.99999396|864.99999396|864.99999396|864.99999396|637.71800179
				1519699800|864.99999860|864.99999860|864.99999860|864.99999860|864.99999860|0.00000000
				1519699500|864.99999860|864.99999573|864.99999860|864.99999573|864.99999789|6624.31970673
				1519699200|864.99999543|864.99999533|864.99999543|864.99999533|864.99999533|3164.23199477
				1519698900|864.99999816|863.97990001|864.99999781|863.99990010|864.01895683|3160.25487454
				1519698600|864.99999936|863.99990001|864.99999884|863.99999136|864.52490406|7663.99006205
				1519698300|864.99999958|863.00000000|864.99999958|863.99998932|864.81988395|2259.87045555
				1519698000|863.99999223|859.87668011|860.11572084|860.02500000|860.04108771|1267.67228514
				1519697700|863.99999776|859.59999999|863.99999406|859.59999999|860.83891906|836.69015780
				1519697400|867.12759638|858.96036001|860.00000000|867.12759633|865.81364108|40102.69249537
				1519697100|867.12759646|865.06999340|866.00000000|865.06999340|866.98200065|11401.85575041
				1519696800|865.06999328|861.80000000|865.00000000|865.06999328|864.92498715|1617.79872598
				1519696500|865.06999508|861.09989989|865.06999508|861.60971676|861.58396710|1581.73493688
				1519696200|861.60971836|861.04821820|861.09989931|861.09989900|861.09954122|12874.81408367
				1519695900|865.08624750|861.09989900|861.09989900|865.08624750|861.28991545|693.08946053
				1519695600|865.08624805|862.58552995|862.58552995|865.08624792|864.26930060|19491.01743775
				1519695300|872.00219967|864.82680001|864.82680001|872.00219967|869.36740456|33179.26001145
				1519695000|872.00219999|870.99999991|872.00219967|870.99999991|871.70736702|1229.31590862
				1519694700|871.00000000|869.99999995|871.00000000|869.99999995|870.58309587|2155.40362773
				1519694400|870.98765489|868.28675210|870.00000000|870.43211000|869.69729975|7080.01817574
				1519694100|870.98765468|870.98765429|870.98765429|870.98765468|870.98765430|2645.13479068
				1519693800|874.29131854|870.98765475|870.98765475|873.86741234|873.70223445|50288.13436678
				1519693500|872.00220005|868.28675149|872.00220005|870.00000000|871.32271534|19485.87603788
				1519693200|871.99999801|871.89999993|871.89999993|871.99999801|871.92079391|48.61557435
				1519692900|872.00220000|868.31280045|872.00219971|872.00220000|869.48463283|4501.44957585
				1519692600|872.91179511|872.00219999|872.00219999|872.65000019|872.15462538|8034.90944417
				1519692300|874.98999922|871.01000011|872.00220003|872.59600047|873.31891278|35979.86623727
				1519692000|875.00000000|870.33024350|874.98999982|870.33024350|873.03933751|27606.95974122
				1519691700|870.89278700|869.99997000|870.33024350|869.99997000|870.59436323|4820.66740090
				1519691400|869.99999997|869.13607890|869.99999997|869.13607890|869.97968424|1783.89334255
				1519691100|869.13607887|865.65955399|869.13607887|865.65955399|867.07113492|872.56754219
				1519690800|865.65955126|865.65955068|865.65955126|865.65955068|865.65955092|4.37158073
				1519690500|868.00000000|865.65954725|865.65954725|867.99999999|867.46920534|3489.13521896
				1519690200|868.00000000|868.00000000|868.00000000|868.00000000|868.00000000|6.72778120
				1519689900|869.13607819|865.65953668|865.65953864|869.13607819|867.54673731|36.21254597
				1519689600|869.13607849|864.25700006|869.13607819|864.25700006|867.32868250|745.04536459
				1519689300|864.99999873|863.94036000|864.99999873|864.99999660|864.98429889|14611.67834705
				1519689000|865.00000000|862.58553002|862.58553002|865.00000000|863.42801732|1152.37534305
				1519688700|865.25949688|865.00000000|865.25949476|865.25949688|865.25684798|9075.26154887
				1519688400|869.13607754|865.00000000|865.00000000|869.13607753|866.25307742|24181.90392973
