situation elements:2
	8|Gen|4504
	31|Date|2018-01-19 14:47:26.433000
		instrument count:3
		xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
			instrument:8|USDT_ETH
			last:982.00000000
			high24hr:1083.35148205
			highestbid:982.20000000
			percentchange:-0.01898101
			low24hr:934.76984989
			lowestask:984.00000000
			candle300|288
				1516333500|984.80000000|981.00000000|984.79999996|984.80000000|983.27085914|12682.51818628
				1516333200|985.80000000|980.77745817|980.96745859|985.02719399|983.64196389|3591.37921715
				1516332900|992.90179978|985.02719399|985.02719399|987.94912478|987.39043412|29463.65972883
				1516332600|987.67499979|970.48863588|987.67499979|970.68863589|978.96495119|76147.35220562
				1516332300|974.07910797|960.21525042|974.07910797|967.02641369|969.49935833|45681.13941411
				1516332000|977.85641368|962.00000000|968.75641369|962.00000000|973.04087989|51381.50234311
				1516331700|972.25443291|960.85863868|962.00000000|965.90035401|963.22824472|68904.44389801
				1516331400|974.99999979|962.68781126|964.99999990|974.99999979|967.38944472|107412.93457313
				1516331100|980.67539805|972.00000000|974.99999986|980.00000000|976.20038166|74076.09181413
				1516330800|987.18030000|970.00000000|983.73539802|970.00000000|979.09413187|99898.79481213
				1516330500|979.41999993|970.00000000|970.00000000|978.42000000|974.98075990|95095.02049510
				1516330200|988.05912478|975.48261944|975.64261942|986.50000000|982.64744358|23918.14112590
				1516329900|989.83961936|975.10000000|986.50000000|975.10000000|984.78822211|68834.56703290
				1516329600|990.88074238|975.00000000|975.10000000|988.58616027|980.71019403|229554.94828222
				1516329300|999.00000000|984.45278201|989.23942197|993.42278205|991.97587252|381727.79318834
				1516329000|1000.00000000|991.23278195|994.37453335|999.64278194|994.27464151|100516.66986898
				1516328700|1014.00000000|996.82049085|1000.00000000|1013.99999998|1001.38262831|224943.00042161
				1516328400|1016.72399090|1011.22399097|1016.62399095|1015.00000000|1015.97233990|9049.07993212
				1516328100|1024.35599865|1015.00000000|1019.23830754|1022.45599869|1018.08462442|139054.68594757
				1516327800|1025.00000000|1018.07302583|1022.25599876|1018.07302583|1021.63694579|13717.38768434
				1516327500|1022.11099967|1017.21202239|1018.07302584|1017.21202239|1019.63213150|33657.06133672
				1516327200|1025.64562696|1016.98000000|1017.24310470|1020.51739887|1021.39456648|28845.81370417
				1516326900|1025.65499997|1016.27547392|1016.27547392|1022.11833459|1021.82209968|73535.86300684
				1516326600|1021.94929234|1015.11999998|1021.94929234|1015.11999998|1019.67364909|12312.05137258
				1516326300|1015.11999998|1010.00000003|1015.11999998|1014.00000000|1011.77788527|4200.76741555
				1516326000|1019.79999996|1009.99999994|1014.78930594|1019.79999996|1011.05808963|46737.00088836
				1516325700|1028.38930589|1018.78930594|1018.78930595|1027.11111000|1021.14012999|43835.05671087
				1516325400|1035.50000004|1024.44135939|1028.00000000|1031.31598942|1027.81601368|62255.28342032
				1516325100|1031.31598942|1024.12265409|1031.31598942|1024.77304067|1025.75111509|13420.01040423
				1516324800|1032.46318927|1022.00000000|1024.12265406|1025.50000000|1028.06863706|77203.40736263
				1516324500|1034.79522706|1024.00000000|1025.68941613|1026.79999997|1029.86388591|46969.63126526
				1516324200|1035.67397961|1027.97397961|1027.97397961|1028.00000000|1029.33019263|43522.16344555
				1516323900|1038.00000000|1026.29522943|1028.00000000|1031.01402588|1032.36230668|89783.83925840
				1516323600|1030.99999962|1024.95541356|1030.99999962|1030.00000000|1029.82235845|91711.72008389
				1516323300|1030.00000000|1020.00000000|1030.00000000|1025.49449666|1025.81812214|58655.53648580
				1516323000|1027.45649321|1016.35520565|1027.45649321|1016.35520565|1022.22460361|115960.81042465
				1516322700|1019.00018372|1007.94857023|1016.35520565|1008.00000000|1016.26594454|44457.81302987
				1516322400|1007.67644628|1000.99999943|1007.67644628|1007.00000034|1004.28781211|15814.81388131
				1516322100|1008.19999986|1001.00000043|1007.70000047|1001.82878898|1002.03098942|12182.50569025
				1516321800|1009.01682912|1001.03844564|1008.99999982|1004.98587283|1005.09045014|40390.66926836
				1516321500|1011.99999892|1001.03844535|1005.99999991|1011.99999892|1005.02196904|19396.62584262
				1516321200|1012.00000000|1005.54699995|1011.99999896|1010.59999995|1008.00883765|30477.95942975
				1516320900|1010.59999998|996.81999999|1010.59999998|1004.00000000|1002.31776010|26534.56736734
				1516320600|1012.00000000|1001.00000000|1005.82154418|1003.00000000|1007.12533832|44938.59816501
				1516320300|1004.14327798|994.99774026|1004.14327798|994.99774026|999.93978464|24585.98255716
				1516320000|995.99885974|987.00000003|991.02840754|990.36281440|993.89512569|54471.71008425
				1516319700|1013.99000000|986.00000002|995.99975239|1000.00000052|993.31222965|232232.91889633
				1516319400|1013.99999998|1000.00000034|1000.00000034|1007.63636017|1007.19498365|147240.34334761
				1516319100|1009.90303512|990.86663846|1000.00000033|990.86663846|1001.75709284|83824.94546704
				1516318800|996.95925671|986.10426334|990.86663850|992.00000010|992.95909131|55107.87427803
				1516318500|992.64126038|979.78439852|991.60581767|988.69269299|989.24676929|36479.51320810
				1516318200|990.76925660|977.00000020|988.42925669|986.68329320|981.67154486|30480.71575536
				1516317900|998.04765757|982.66072599|987.11009789|982.99999998|990.76483953|90806.22813277
				1516317600|983.69470798|972.30781183|975.00000041|974.00000000|976.74983069|80703.57082023
				1516317300|987.80215908|972.30781158|974.00000000|986.00000000|979.63469451|399125.12850070
				1516317000|998.90000021|983.66175930|985.00000000|995.64000010|993.26434247|101520.29520334
				1516316700|998.90000021|990.00000000|995.63999999|994.85999998|994.84804071|65607.17778238
				1516316400|1006.14755598|992.00000000|992.00000000|1006.14755598|994.93033680|40487.73004819
				1516316100|1006.14755599|997.98500003|1006.14755599|1001.60000000|1002.39191984|90549.62890110
				1516315800|1011.77399633|981.98122121|1001.50000000|1011.77399633|989.75075386|187861.77174184
				1516315500|1017.00000001|1003.00000000|1011.55455826|1010.00000000|1009.26819562|161837.20535212
				1516315200|1010.00000000|999.90009007|1009.99999996|1002.90000000|1003.32589703|120622.39448179
				1516314900|1002.90000000|992.92528287|1002.90000000|999.99999988|998.59348585|142339.07370654
				1516314600|1002.69621668|983.65430000|999.99999997|987.20258515|990.36032140|276569.21997900
				1516314300|1004.99999995|986.00000000|986.00000000|1001.12000000|996.17527469|142294.25389896
				1516314000|1010.30643286|988.21452687|1004.50000001|989.54092145|997.84020575|233652.66724158
				1516313700|1005.75000000|989.11623885|989.54092145|998.19000000|992.81845093|141493.97932687
				1516313400|1008.14999905|989.92899993|1003.14113896|1000.00000000|999.54482452|1040502.79880110
				1516313100|1026.10516136|1000.00000000|1000.00000000|1026.10516136|1007.00981270|432204.68459607
				1516312800|1041.54731450|1022.50000000|1026.10516139|1037.99999992|1031.65375615|173799.72908919
				1516312500|1041.32357928|1025.10000000|1037.99999993|1025.73172427|1031.45365298|180266.34330107
				1516312200|1034.39605407|1026.00000000|1026.32491219|1031.99999999|1030.31007818|111153.87621287
				1516311900|1051.04999995|1030.00000000|1031.99999999|1051.04999995|1034.31915901|96113.60725174
				1516311600|1051.05000000|1046.14443542|1050.82164321|1049.55666623|1049.01289195|23713.45955485
				1516311300|1056.47016629|1044.37733100|1049.55666623|1044.37733100|1048.29485032|63845.41050156
				1516311000|1055.00000000|1044.37733100|1044.37733100|1051.00000000|1053.60912262|821295.72835781
				1516310700|1057.40660001|1050.00000000|1050.08034584|1053.00000000|1054.15833163|27263.49633531
				1516310400|1056.67075498|1044.37733100|1053.00000000|1049.15507200|1047.25982964|132853.27607463
				1516310100|1061.88775586|1050.00000000|1050.00000000|1060.19178221|1054.78735991|132722.24054140
				1516309800|1076.43635273|1058.00000000|1060.98185786|1076.43635273|1065.01537784|56191.51193192
				1516309500|1079.69650580|1068.89650585|1077.49999989|1078.89353976|1077.42896217|194774.70957371
				1516309200|1083.35148205|1060.09385749|1078.59353980|1064.99999997|1071.20685385|143673.28794191
				1516308900|1079.45270653|1062.44930370|1064.99999997|1079.45270653|1074.56112807|108005.35794349
				1516308600|1079.77000000|1071.90000000|1079.65270650|1077.88000000|1078.12105700|263589.84415919
				1516308300|1078.65727509|1071.89912008|1075.45270664|1075.14879348|1076.77432108|83395.49491066
				1516308000|1075.14879348|1068.67010687|1075.14879348|1068.67010687|1072.58197363|17272.83972436
				1516307700|1071.86517087|1067.27684199|1068.67010687|1067.27684208|1068.69387762|5323.71617415
				1516307400|1072.27684207|1067.27684199|1070.00000000|1069.37407363|1068.96085180|75557.26225964
				1516307100|1072.00000000|1067.27684199|1069.37407362|1070.00000000|1069.54816783|84519.70988351
				1516306800|1070.00000000|1063.97733102|1070.00000000|1067.27544394|1069.43722075|108057.67155106
				1516306500|1067.27407358|1055.30571844|1067.27407358|1056.18250076|1058.89006068|63344.68822290
				1516306200|1062.50000000|1056.09771204|1056.09771210|1056.21000000|1059.03504432|93413.29039311
				1516305900|1062.50000000|1055.01426402|1060.09951174|1058.24876262|1059.18424901|42409.51804758
